loc_x,loc_y,minutes_remaining,shot_distance,shot_made_flag,shot_id
-35,282,5,28,1,21797
-30,120,5,12,1,21798
61,249,3,25,0,21799
-110,252,1,27,1,21800
161,547,0,57,0,21801
-246,-19,11,24,0,21802
53,185,9,19,1,21803
105,232,8,25,1,21804
141,218,7,25,,21805
246,16,7,24,0,21806
123,214,5,24,0,21807
89,224,6,24,0,21808
127,-15,5,12,0,21809
22,7,3,2,0,21810
42,82,3,9,0,21811
0,252,1,25,0,21812
-122,239,8,26,0,21813
210,144,8,25,0,21814
-214,136,7,25,0,21815
176,170,6,24,0,21816
233,51,7,23,1,21817
228,57,5,23,0,21818
-89,41,4,9,1,21819
-228,111,3,25,0,21820
97,160,2,18,1,21821
-24,18,0,3,1,21822
-97,237,6,25,0,21823
27,56,5,6,1,21824
-114,169,11,20,0,21825
63,72,10,9,0,21826
-194,169,6,25,0,21827
71,100,4,12,,21828
-79,95,2,12,0,21829
-215,134,1,25,0,21830
-238,-1,11,23,,21831
-1,11,10,1,1,21832
-4,13,7,1,0,21833
163,174,6,23,1,21834
-2,247,4,24,0,21835
-37,105,7,11,0,21836
15,247,5,24,,21837
181,164,3,24,1,21838
86,232,1,24,0,21839
225,110,10,25,1,21840
-120,136,5,18,0,21841
187,164,4,24,,21842
-16,3,3,1,1,21843
61,154,5,16,1,21844
-59,85,4,10,0,21845
76,180,10,19,1,21846
-160,203,6,25,0,21847
-1,33,5,3,0,21848
99,219,4,24,,21849
177,174,5,24,0,21850
0,203,10,20,0,21851
176,-1,9,17,0,21852
-38,13,8,4,0,21853
-184,-11,8,18,0,21854
141,110,5,17,0,21855
150,2,11,15,,21856
-14,-6,9,1,1,21857
17,188,8,18,,21858
150,208,7,25,1,21859
240,-1,4,24,0,21860
22,7,1,2,1,21861
-135,-16,0,13,,21862
141,100,7,17,0,21863
69,237,10,24,,21864
30,2,10,3,1,21865
-225,82,1,23,0,21866
119,164,10,20,,21867
197,151,9,24,0,21868
159,154,5,22,1,21869
-45,165,4,17,1,21870
-97,224,4,24,1,21871
222,-16,10,22,0,21872
-153,195,8,24,1,21873
-117,208,8,23,0,21874
-191,198,6,27,0,21875
230,31,0,23,0,21876
-151,193,0,24,0,21877
133,208,5,24,0,21878
-189,-6,10,18,,21879
107,51,9,11,1,21880
141,7,5,14,,21881
-43,23,5,4,0,21882
-155,16,2,15,,21883
130,175,1,21,0,21884
202,185,0,27,0,21885
-176,33,10,17,1,21886
109,131,10,17,1,21887
-230,57,8,23,1,21888
173,80,11,19,1,21889
-89,224,10,24,0,21890
-143,205,10,24,,21891
17,154,8,15,,21892
135,110,3,17,1,21893
17,75,2,7,0,21894
-145,214,1,25,0,21895
182,160,0,24,0,21896
-1,51,6,5,0,21897
194,144,9,24,1,21898
233,21,9,23,0,21899
-181,188,0,26,0,21900
164,8,11,16,0,21901
104,-6,10,10,,21902
146,-1,9,14,0,21903
-215,36,5,21,0,21904
207,151,11,25,0,21905
-30,56,8,6,1,21906
-92,144,8,17,0,21907
14,16,7,2,1,21908
-138,141,0,19,,21909
76,188,10,20,0,21910
9,36,8,3,0,21911
-187,183,7,26,0,21912
-1,11,7,1,1,21913
2,46,6,4,,21914
-132,61,10,14,0,21915
-163,120,8,20,0,21916
-9,47,8,4,1,21917
78,247,7,25,,21918
109,237,3,26,,21919
82,80,6,11,1,21920
-135,213,5,25,0,21921
1,31,8,3,0,21922
223,65,7,23,0,21923
-124,210,0,24,0,21924
120,4,9,12,1,21925
-30,110,5,11,,21926
0,21,4,2,0,21927
-145,31,9,14,1,21928
127,208,7,24,0,21929
28,67,4,7,,21930
89,188,1,20,1,21931
127,203,1,23,0,21932
202,149,10,25,0,21933
68,16,10,6,,21934
-106,111,9,15,1,21935
182,160,8,24,0,21936
12,0,8,1,1,21937
114,139,7,17,0,21938
69,85,6,10,0,21939
-106,228,5,25,,21940
141,110,5,17,0,21941
-120,56,4,13,0,21942
174,174,10,24,0,21943
-89,77,9,11,1,21944
-114,2,6,11,,21945
-37,160,3,16,0,21946
-156,36,9,16,0,21947
19,8,5,2,,21948
-142,61,4,15,0,21949
24,190,11,19,1,21950
133,31,8,13,0,21951
37,190,7,19,0,21952
-160,198,3,25,,21953
4,72,1,7,,21954
-58,178,11,18,0,21955
104,165,7,19,,21956
-73,120,5,14,0,21957
241,21,4,24,0,21958
210,144,10,25,0,21959
112,237,10,26,1,21960
189,159,9,24,0,21961
-135,234,0,27,0,21962
-17,11,0,2,,21963
-20,247,10,24,0,21964
-119,101,8,15,0,21965
133,210,7,24,0,21966
-122,110,6,16,0,21967
-16,90,4,9,0,21968
-119,183,9,21,0,21969
145,97,8,17,,21970
92,41,7,10,0,21971
71,136,5,15,1,21972
151,100,4,18,1,21973
202,36,4,20,0,21974
99,149,3,17,0,21975
-112,151,9,18,0,21976
60,100,7,11,1,21977
9,0,2,0,1,21978
-63,188,1,19,0,21979
189,159,0,24,0,21980
97,223,11,24,1,21981
-173,164,10,23,0,21982
-127,146,7,19,1,21983
-115,218,11,24,,21984
30,200,8,20,1,21985
-225,169,7,28,0,21986
94,174,3,19,0,21987
-94,46,1,10,0,21988
-99,282,9,29,0,21989
184,164,8,24,0,21990
61,115,7,13,0,21991
-38,11,7,3,0,21992
-16,252,6,25,0,21993
-86,80,4,11,0,21994
14,7,3,1,1,21995
20,23,2,3,0,21996
173,92,8,19,,21997
61,11,7,6,0,21998
-119,-1,5,11,,21999
92,175,2,19,1,22000
-161,185,1,24,,22001
55,13,1,5,,22002
86,180,0,19,0,22003
91,175,10,19,0,22004
-120,97,9,15,0,22005
82,242,1,25,1,22006
-81,232,0,24,1,22007
35,269,0,27,0,22008
6,254,11,25,1,22009
-45,252,11,25,,22010
-43,262,10,26,0,22011
-58,277,10,28,1,22012
35,257,10,25,,22013
-92,111,9,14,0,22014
-43,200,7,20,1,22015
66,247,7,25,0,22016
-158,249,4,29,0,22017
12,61,4,6,1,22018
74,165,11,18,0,22019
-48,267,9,27,0,22020
232,7,6,23,0,22021
28,262,1,26,,22022
105,178,1,20,0,22023
37,257,0,25,,22024
220,129,11,25,0,22025
-130,219,9,25,0,22026
173,8,6,17,0,22027
125,232,5,26,,22028
-7,16,11,1,,22029
10,26,8,2,0,22030
-201,159,8,25,0,22031
-176,185,2,25,0,22032
-19,16,2,2,0,22033
233,-26,0,23,0,22034
0,190,7,19,1,22035
10,244,6,24,1,22036
-96,237,4,25,0,22037
217,97,11,23,0,22038
-84,164,11,18,0,22039
79,149,10,16,1,22040
199,159,9,25,1,22041
-183,195,8,26,0,22042
179,-1,7,17,1,22043
148,75,2,16,0,22044
-197,159,1,25,,22045
-96,154,10,18,0,22046
-187,164,4,24,0,22047
210,124,11,24,0,22048
120,31,10,12,,22049
45,31,9,5,1,22050
153,188,7,24,0,22051
0,252,5,25,1,22052
-96,156,4,18,0,22053
25,129,3,13,1,22054
-112,156,3,19,0,22055
-173,16,1,17,0,22056
-191,169,0,25,1,22057
110,121,0,16,1,22058
155,121,11,19,0,22059
207,134,10,24,0,22060
73,75,8,10,0,22061
164,16,5,16,0,22062
-194,154,7,24,0,22063
-45,13,7,4,,22064
-2,278,5,27,0,22065
12,174,6,17,0,22066
127,115,4,17,0,22067
199,154,4,25,1,22068
215,126,4,24,,22069
25,252,3,25,0,22070
223,110,9,24,0,22071
-81,237,6,25,0,22072
-66,149,4,16,1,22073
112,47,4,12,,22074
233,26,4,23,0,22075
28,190,2,19,0,22076
218,120,1,24,0,22077
92,237,11,25,0,22078
66,149,10,16,0,22079
228,21,9,22,0,22080
-58,126,6,13,0,22081
205,165,4,26,,22082
-148,62,7,16,0,22083
78,120,5,14,,22084
-176,183,10,25,0,22085
186,41,8,19,0,22086
230,70,7,24,1,22087
140,67,6,15,0,22088
-160,213,6,26,0,22089
1,-1,6,0,,22090
168,7,3,16,0,22091
184,101,2,20,0,22092
-143,16,9,14,1,22093
109,-21,7,11,1,22094
-29,159,5,16,0,22095
-20,126,4,12,,22096
-174,11,8,17,0,22097
25,7,1,2,1,22098
151,208,11,25,0,22099
228,51,9,23,,22100
6,105,8,10,1,22101
-187,110,7,21,0,22102
2,11,7,1,1,22103
-138,124,6,18,1,22104
235,-6,5,23,,22105
1,183,4,18,1,22106
-200,202,3,28,0,22107
-183,7,3,18,0,22108
-12,180,10,18,1,22109
182,159,7,24,1,22110
-106,115,6,15,1,22111
-183,183,3,25,0,22112
161,41,9,16,1,22113
141,134,9,19,0,22114
-124,156,8,19,0,22115
141,3,4,14,0,22116
-32,170,2,17,1,22117
-63,38,11,7,0,22118
101,131,9,16,,22119
76,149,6,16,0,22120
50,56,4,7,0,22121
168,134,9,21,1,22122
-230,61,6,23,1,22123
104,134,5,16,1,22124
177,-11,3,17,1,22125
207,156,3,25,0,22126
-241,21,8,24,0,22127
97,156,4,18,0,22128
158,183,11,24,0,22129
200,159,8,25,,22130
-2,214,9,21,1,22131
-114,115,8,16,0,22132
-1,77,6,7,0,22133
-120,223,5,25,0,22134
-61,237,4,24,1,22135
-48,100,3,11,0,22136
173,224,6,28,0,22137
164,174,6,23,1,22138
123,149,5,19,1,22139
195,151,4,24,1,22140
200,139,2,24,0,22141
71,67,9,9,1,22142
-63,110,6,12,1,22143
-241,-11,5,24,0,22144
-233,100,4,25,1,22145
-78,121,3,14,1,22146
32,237,1,23,0,22147
-158,154,1,22,1,22148
64,174,0,18,0,22149
-156,180,10,23,0,22150
135,159,8,20,0,22151
102,120,4,15,,22152
199,146,3,24,1,22153
171,205,2,26,1,22154
101,124,1,15,,22155
-88,200,2,21,0,22156
207,154,1,25,0,22157
155,62,0,16,0,22158
107,134,11,17,0,22159
6,2,9,0,1,22160
-125,124,8,17,1,22161
-181,188,5,26,1,22162
-240,52,3,24,0,22163
-17,269,0,26,,22164
187,-16,4,18,0,22165
-30,82,11,8,1,22166
-181,188,10,26,0,22167
9,7,8,1,1,22168
128,237,8,26,1,22169
-99,259,6,27,0,22170
-191,195,3,27,0,22171
56,100,2,11,0,22172
-38,159,11,16,,22173
-1,16,10,1,1,22174
0,1,9,0,1,22175
51,8,8,5,1,22176
132,175,5,21,1,22177
9,13,5,1,1,22178
-169,213,5,27,1,22179
51,252,4,25,0,22180
6,134,10,13,1,22181
-181,208,6,27,1,22182
158,188,5,24,0,22183
46,41,5,6,0,22184
-124,214,4,24,0,22185
-94,18,3,9,1,22186
145,47,2,15,0,22187
-20,120,2,12,1,22188
161,178,1,24,0,22189
-215,164,0,27,0,22190
-217,129,10,25,1,22191
-29,46,5,5,1,22192
156,0,4,15,0,22193
-148,-16,2,14,,22194
230,-6,6,23,0,22195
-184,-6,6,18,1,22196
-12,259,5,25,0,22197
-214,56,4,22,1,22198
-178,11,3,17,0,22199
166,65,2,17,0,22200
-202,237,0,31,0,22201
-32,154,0,15,1,22202
166,218,10,27,0,22203
132,2,8,13,1,22204
46,87,7,9,0,22205
-137,223,5,26,0,22206
4,75,5,7,0,22207
205,154,5,25,0,22208
104,218,4,24,,22209
0,1,2,0,1,22210
-147,46,9,15,1,22211
197,141,7,24,1,22212
-16,2,7,1,0,22213
187,170,5,25,1,22214
48,0,4,4,1,22215
79,95,3,12,0,22216
125,33,0,12,,22217
-130,111,11,17,0,22218
35,11,9,3,0,22219
74,124,7,14,,22220
-16,11,6,1,1,22221
14,7,6,1,,22222
-169,16,5,16,0,22223
-142,213,4,25,0,22224
-79,120,11,14,0,22225
-122,38,7,12,0,22226
228,87,4,24,0,22227
96,144,6,17,1,22228
204,139,4,24,1,22229
-30,254,4,25,1,22230
-135,228,3,26,0,22231
89,2,0,8,0,22232
-160,208,11,26,1,22233
-50,174,8,18,0,22234
-150,224,10,26,0,22235
-2,-10,9,1,1,22236
10,0,7,1,1,22237
138,164,6,21,0,22238
27,249,5,25,1,22239
20,252,2,25,0,22240
119,229,1,25,1,22241
227,65,1,23,0,22242
-2,-5,0,0,1,22243
60,277,8,28,,22244
182,-5,7,18,,22245
173,11,6,17,0,22246
-130,218,4,25,0,22247
-137,-10,3,13,0,22248
-73,237,1,24,0,22249
140,36,10,14,,22250
-223,120,8,25,1,22251
189,165,7,25,0,22252
-227,101,3,24,0,22253
-84,228,8,24,0,22254
-42,242,5,24,0,22255
4,13,4,1,,22256
17,-1,2,1,1,22257
-81,242,1,25,1,22258
-183,139,0,22,0,22259
114,224,10,25,0,22260
-14,8,9,1,,22261
-225,82,5,23,0,22262
-4,13,4,1,0,22263
-2,169,3,16,,22264
-68,18,3,7,0,22265
204,154,2,25,0,22266
-191,208,1,28,1,22267
-138,237,1,27,0,22268
200,151,1,25,0,22269
-132,38,11,13,,22270
138,111,10,17,0,22271
-22,8,8,2,0,22272
20,11,6,2,0,22273
212,120,5,24,0,22274
107,149,8,18,0,22275
46,2,6,4,0,22276
-30,203,6,20,0,22277
-7,-6,3,0,1,22278
20,-6,3,2,,22279
218,131,3,25,,22280
61,41,2,7,0,22281
101,115,8,15,0,22282
0,1,6,0,1,22283
-237,120,6,26,,22284
76,242,4,25,0,22285
6,185,3,18,0,22286
127,252,1,28,1,22287
-14,224,9,22,,22288
-147,193,7,24,0,22289
92,80,5,12,1,22290
14,70,3,7,1,22291
150,213,2,26,0,22292
123,7,7,12,,22293
10,2,6,1,1,22294
-60,41,5,7,0,22295
-125,213,4,24,0,22296
0,1,4,0,,22297
-12,219,3,21,1,22298
-76,56,1,9,1,22299
-81,135,10,15,0,22300
-151,193,10,24,1,22301
141,232,9,27,1,22302
195,3,9,19,1,22303
-135,208,7,24,0,22304
102,203,6,22,0,22305
-3,19,0,1,0,22306
-22,0,9,2,,22307
-27,-6,6,2,0,22308
-133,190,8,23,1,22309
223,-15,8,22,,22310
182,159,7,24,0,22311
43,175,6,18,1,22312
-20,120,5,12,0,22313
1,82,5,8,1,22314
-132,218,4,25,0,22315
102,169,11,19,1,22316
-179,180,10,25,0,22317
12,36,8,3,1,22318
-86,8,6,8,,22319
-27,3,5,2,1,22320
25,52,5,5,0,22321
-2,7,4,0,1,22322
135,-1,3,13,0,22323
99,229,3,24,,22324
112,164,0,19,0,22325
74,13,0,7,,22326
228,18,8,22,,22327
151,193,6,24,0,22328
-140,203,4,24,,22329
-14,11,4,1,1,22330
56,126,3,13,,22331
209,124,8,24,0,22332
146,159,6,21,1,22333
135,8,4,13,0,22334
200,134,4,24,0,22335
155,149,9,21,1,22336
213,164,9,26,0,22337
-109,188,7,21,1,22338
-97,156,7,18,0,22339
-16,21,6,2,,22340
25,100,6,10,1,22341
-120,21,5,12,,22342
79,154,4,17,0,22343
6,110,3,11,0,22344
-25,28,3,3,0,22345
117,16,4,11,0,22346
192,21,8,19,,22347
-145,203,7,24,0,22348
-202,180,5,27,0,22349
-202,160,3,25,0,22350
-201,95,11,22,,22351
-217,82,8,23,0,22352
28,70,6,7,0,22353
161,52,8,16,1,22354
-112,11,8,11,1,22355
164,183,6,24,0,22356
-227,95,5,24,,22357
-194,159,3,25,0,22358
110,146,5,18,1,22359
-210,178,0,27,1,22360
-47,188,0,19,,22361
-7,16,10,1,0,22362
38,239,4,24,0,22363
-184,-19,5,18,1,22364
46,33,4,5,0,22365
-7,2,6,0,1,22366
181,154,5,23,1,22367
-43,262,4,26,0,22368
-241,57,4,24,1,22369
-171,188,3,25,0,22370
195,141,1,24,,22371
-140,214,0,25,0,22372
-19,0,0,1,,22373
-7,7,8,0,0,22374
91,11,6,9,0,22375
-165,214,3,27,0,22376
-37,2,9,3,0,22377
87,232,5,24,0,22378
-11,38,3,3,0,22379
-14,159,8,15,0,22380
25,87,5,9,1,22381
-187,-6,5,18,0,22382
-124,229,2,26,0,22383
-250,-19,5,25,1,22384
238,-31,3,24,0,22385
-86,229,5,24,0,22386
-92,146,4,17,1,22387
-32,178,1,18,1,22388
4,232,10,23,0,22389
-92,7,10,9,1,22390
-68,144,8,15,,22391
-43,90,8,9,0,22392
-120,105,5,15,1,22393
-11,149,3,14,1,22394
-191,144,11,23,0,22395
97,56,6,11,0,22396
-79,7,3,7,0,22397
4,115,8,11,1,22398
-79,228,6,24,0,22399
58,232,4,23,1,22400
218,120,2,24,0,22401
-83,242,11,25,0,22402
125,213,9,24,1,22403
81,141,8,16,,22404
-112,105,7,15,1,22405
127,218,5,25,0,22406
-119,95,4,15,0,22407
-43,200,10,20,0,22408
-81,47,9,9,,22409
-84,11,7,8,0,22410
159,136,6,20,,22411
-110,214,4,24,0,22412
45,13,2,4,1,22413
9,95,2,9,1,22414
97,95,0,13,0,22415
132,210,8,24,1,22416
-156,193,6,24,1,22417
-199,154,6,25,1,22418
-153,232,11,27,0,22419
1,7,11,0,1,22420
177,92,9,19,0,22421
109,75,7,13,1,22422
159,183,6,24,1,22423
97,219,6,23,0,22424
187,160,4,24,0,22425
169,180,11,24,0,22426
-58,105,8,11,1,22427
-150,198,5,24,,22428
89,228,4,24,0,22429
-112,223,4,24,1,22430
235,11,3,23,1,22431
236,23,2,23,0,22432
-58,33,8,6,0,22433
-233,61,8,24,1,22434
82,8,7,8,0,22435
-174,175,4,24,,22436
76,237,3,24,0,22437
33,65,2,7,0,22438
120,111,1,16,1,22439
-197,61,5,20,0,22440
-133,200,5,24,1,22441
-199,154,4,25,1,22442
200,-15,3,20,0,22443
10,33,3,3,,22444
-25,218,1,21,,22445
145,139,0,20,1,22446
-169,-1,11,16,1,22447
9,110,10,11,1,22448
210,75,8,22,0,22449
53,115,8,12,1,22450
-113,222,7,24,,22451
-183,193,6,26,0,22452
235,0,4,23,0,22453
17,7,3,1,0,22454
-147,33,3,15,1,22455
91,269,8,28,0,22456
28,267,1,26,0,22457
123,154,0,19,0,22458
-9,242,10,24,0,22459
155,26,9,15,0,22460
148,13,6,14,0,22461
19,11,4,2,1,22462
238,47,6,24,,22463
-147,218,5,26,,22464
15,46,5,4,0,22465
-192,11,4,19,0,22466
5,-1,4,0,,22467
-4,249,2,24,0,22468
107,237,0,26,1,22469
-14,262,0,26,0,22470
-196,-16,11,19,1,22471
145,85,10,16,,22472
-122,31,9,12,0,22473
-215,124,7,24,0,22474
87,169,6,19,0,22475
79,183,5,19,0,22476
-7,252,2,25,0,22477
12,-1,2,1,1,22478
-120,228,0,25,0,22479
230,18,0,23,0,22480
-145,26,11,14,1,22481
-4,97,10,9,0,22482
-186,174,9,25,0,22483
-196,165,9,25,0,22484
-2,3,8,0,,22485
79,115,5,13,1,22486
213,134,4,25,1,22487
118,49,4,12,0,22488
-201,141,3,24,1,22489
-191,174,2,25,1,22490
-199,149,2,24,0,22491
177,-19,0,17,0,22492
225,-5,5,22,0,22493
76,149,4,16,0,22494
227,46,3,23,1,22495
107,228,2,25,0,22496
71,139,1,15,,22497
-214,124,0,24,0,22498
200,160,10,25,0,22499
159,2,7,15,0,22500
217,149,5,26,0,22501
-16,105,5,10,0,22502
191,85,8,20,0,22503
1,2,7,0,,22504
138,-16,4,13,0,22505
207,129,4,24,0,22506
-91,257,0,27,1,22507
-215,41,11,21,,22508
119,223,5,25,0,22509
-158,316,3,35,0,22510
141,-15,3,14,0,22511
9,278,0,27,0,22512
192,169,4,25,0,22513
1,67,4,6,0,22514
140,2,4,14,1,22515
128,213,3,24,,22516
225,7,3,22,1,22517
-19,272,2,27,1,22518
-205,213,1,29,0,22519
97,43,1,10,0,22520
184,100,0,20,0,22521
125,224,0,25,,22522
-14,293,0,29,0,22523
141,61,11,15,1,22524
-143,224,8,26,0,22525
-238,51,7,24,0,22526
-112,13,6,11,,22527
197,144,3,24,1,22528
137,2,10,13,0,22529
-32,120,7,12,0,22530
96,8,7,9,0,22531
97,234,3,25,0,22532
-220,124,11,25,1,22533
35,51,8,6,0,22534
27,183,5,18,0,22535
-214,97,8,23,0,22536
135,208,5,24,1,22537
-209,198,4,28,0,22538
0,2,1,0,1,22539
0,146,11,14,1,22540
-184,160,9,24,0,22541
9,0,8,0,0,22542
4,144,7,14,,22543
48,56,4,7,0,22544
-233,-5,6,23,0,22545
61,70,5,9,0,22546
27,56,4,6,1,22547
-235,8,1,23,0,22548
209,124,11,24,,22549
-52,80,10,9,1,22550
-76,31,8,8,,22551
-22,3,7,2,0,22552
101,2,6,10,1,22553
-160,188,5,24,1,22554
-96,223,4,24,0,22555
-27,41,4,4,1,22556
127,26,3,12,,22557
-110,11,4,11,1,22558
-129,21,4,13,0,22559
-56,170,3,17,0,22560
9,11,3,1,0,22561
115,228,2,25,,22562
58,65,1,8,1,22563
195,149,0,24,0,22564
17,214,11,21,0,22565
-181,164,9,24,1,22566
51,237,8,24,,22567
24,2,8,2,1,22568
168,110,7,20,0,22569
225,110,6,25,0,22570
-109,165,4,19,0,22571
102,198,6,22,,22572
-16,18,5,2,0,22573
89,237,2,25,0,22574
-173,-1,0,17,,22575
92,0,11,9,1,22576
156,0,11,15,1,22577
119,90,9,14,,22578
168,151,9,22,,22579
135,205,9,24,,22580
150,224,7,26,,22581
158,188,6,24,0,22582
-56,159,5,16,1,22583
163,85,1,18,0,22584
159,231,10,28,0,22585
114,25,9,11,1,22586
97,54,8,11,0,22587
-165,123,5,20,0,22588
155,237,3,28,0,22589
155,146,3,21,0,22590
-58,133,2,14,,22591
228,100,1,24,1,22592
220,123,1,25,,22593
135,218,8,25,0,22594
-78,2,7,7,0,22595
143,80,5,16,0,22596
-6,242,11,24,,22597
-212,116,10,24,0,22598
-11,252,9,25,0,22599
19,-1,8,1,,22600
159,124,7,20,1,22601
120,77,6,14,,22602
153,11,6,15,,22603
69,106,6,12,0,22604
104,223,4,24,0,22605
-156,8,1,15,1,22606
119,56,0,13,0,22607
233,100,11,25,0,22608
176,175,3,24,1,22609
35,247,2,24,0,22610
-176,188,8,25,0,22611
-137,205,4,24,1,22612
-88,188,11,20,0,22613
133,141,10,19,0,22614
10,7,9,1,1,22615
63,106,8,12,,22616
-192,188,4,26,,22617
84,70,9,10,1,22618
233,-26,8,23,0,22619
10,77,6,7,1,22620
-243,100,4,26,0,22621
228,0,0,22,,22622
137,193,10,23,,22623
-24,7,9,2,,22624
-220,367,6,42,0,22625
15,7,5,1,0,22626
91,144,10,17,1,22627
150,16,9,15,,22628
48,61,8,7,1,22629
42,2,6,4,1,22630
10,3,5,1,1,22631
179,46,4,18,0,22632
-2,16,3,1,0,22633
133,26,2,13,1,22634
-65,105,1,12,1,22635
-129,208,0,24,1,22636
-76,239,10,25,1,22637
-143,41,10,14,1,22638
-187,23,8,18,1,22639
143,80,3,16,,22640
168,183,4,24,,22641
-88,224,3,24,1,22642
-176,170,10,24,0,22643
15,2,9,1,1,22644
-129,97,6,16,0,22645
230,36,5,23,0,22646
-42,67,3,7,0,22647
-142,33,2,14,0,22648
212,170,6,27,0,22649
69,80,2,10,1,22650
-151,193,1,24,1,22651
-27,219,0,22,0,22652
-143,57,5,15,,22653
64,65,3,9,1,22654
132,26,1,13,1,22655
120,70,1,13,0,22656
122,11,0,12,0,22657
107,160,6,19,0,22658
117,-6,5,11,0,22659
-145,2,5,14,,22660
-173,198,5,26,0,22661
-14,2,5,1,0,22662
112,242,5,26,1,22663
9,252,5,25,0,22664
-143,-15,10,14,0,22665
182,180,9,25,1,22666
-45,111,8,11,1,22667
-58,100,7,11,0,22668
132,218,7,25,0,22669
-4,11,7,1,1,22670
48,92,5,10,1,22671
-38,75,4,8,,22672
140,90,10,16,0,22673
-181,146,8,23,,22674
138,121,6,18,0,22675
181,3,8,18,1,22676
53,185,6,19,0,22677
159,3,4,15,0,22678
82,85,3,11,1,22679
-133,214,6,25,0,22680
-163,193,0,25,0,22681
132,11,9,13,0,22682
236,13,5,23,1,22683
63,247,5,25,0,22684
-237,-24,4,23,0,22685
215,124,3,24,1,22686
-79,269,2,28,1,22687
96,264,1,28,0,22688
-114,106,11,15,,22689
9,-6,10,1,1,22690
140,198,10,24,0,22691
35,61,8,7,0,22692
84,149,7,17,0,22693
-14,-5,4,1,1,22694
-137,46,4,14,0,22695
82,62,3,10,1,22696
42,62,5,7,0,22697
240,-6,2,24,,22698
81,-5,1,8,0,22699
-237,-6,8,23,1,22700
194,156,7,24,1,22701
215,149,6,26,0,22702
-12,267,4,26,1,22703
1,264,4,26,0,22704
-120,110,3,16,,22705
-7,272,3,27,0,22706
-225,105,4,24,0,22707
-12,-11,3,1,1,22708
17,-1,2,1,,22709
71,134,2,15,0,22710
-165,213,10,26,,22711
173,183,10,25,1,22712
179,164,9,24,0,22713
22,3,7,2,,22714
153,214,6,26,,22715
232,2,4,23,1,22716
60,111,6,12,0,22717
122,-11,4,12,0,22718
-163,228,4,28,0,22719
10,16,4,1,1,22720
-101,95,0,13,1,22721
233,121,0,26,0,22722
104,126,9,16,0,22723
20,115,8,11,1,22724
12,11,8,1,0,22725
-38,169,11,17,0,22726
159,170,10,23,0,22727
-7,144,9,14,0,22728
125,-1,6,12,,22729
141,2,4,14,,22730
235,-6,7,23,0,22731
232,174,2,29,0,22732
205,75,9,21,,22733
238,205,5,31,0,22734
220,101,5,24,0,22735
12,65,3,6,0,22736
-9,144,11,14,1,22737
156,134,8,20,0,22738
-102,21,7,10,0,22739
-227,31,6,22,0,22740
56,61,6,8,0,22741
-78,8,5,7,0,22742
-210,134,3,24,0,22743
-132,149,10,19,1,22744
156,188,8,24,1,22745
-137,213,7,25,0,22746
-29,203,6,20,0,22747
169,80,4,18,0,22748
22,259,2,25,0,22749
132,264,6,29,,22750
-166,-10,5,16,0,22751
109,115,2,15,0,22752
164,219,1,27,0,22753
-96,13,1,9,,22754
0,1,0,0,1,22755
-97,149,11,17,,22756
-43,115,10,12,0,22757
6,31,10,3,,22758
12,21,8,2,0,22759
177,183,6,25,1,22760
101,232,4,25,0,22761
174,174,4,24,1,22762
140,154,3,20,0,22763
4,0,2,0,0,22764
213,120,2,24,0,22765
96,111,7,14,0,22766
0,31,6,3,,22767
-209,-16,2,20,,22768
0,65,0,6,,22769
204,165,0,26,0,22770
-96,232,0,25,0,22771
-210,-10,11,21,0,22772
176,41,9,18,0,22773
-120,257,8,28,0,22774
158,36,7,16,0,22775
42,33,6,5,,22776
60,110,4,12,0,22777
120,237,5,26,,22778
9,95,3,9,0,22779
-4,129,2,12,,22780
-12,7,0,1,1,22781
74,151,8,16,0,22782
38,198,6,20,0,22783
87,87,11,12,1,22784
164,-21,11,16,0,22785
179,183,10,25,0,22786
-20,3,8,2,1,22787
-1,115,7,11,0,22788
61,46,6,7,,22789
240,-11,4,24,1,22790
-81,136,3,15,0,22791
-60,193,5,20,0,22792
63,82,4,10,0,22793
17,180,2,18,0,22794
-66,249,0,25,0,22795
109,-16,10,11,1,22796
82,-1,7,8,,22797
186,-15,7,18,0,22798
81,169,4,18,,22799
-169,205,3,26,0,22800
-119,249,2,27,0,22801
-137,229,2,26,0,22802
87,237,11,25,1,22803
24,259,10,26,0,22804
38,3,8,3,0,22805
-89,178,6,19,1,22806
-232,18,6,23,1,22807
-97,269,4,28,0,22808
186,18,3,18,0,22809
92,11,3,9,0,22810
225,149,2,26,0,22811
159,213,0,26,1,22812
143,229,0,26,0,22813
-186,190,11,26,,22814
-92,110,9,14,0,22815
-6,273,6,27,0,22816
-165,18,4,16,0,22817
-230,16,9,23,,22818
0,8,8,0,1,22819
213,139,8,25,1,22820
132,-6,7,13,,22821
-16,0,6,1,0,22822
99,26,5,10,,22823
-237,2,2,23,0,22824
-184,205,0,27,1,22825
-99,65,11,11,0,22826
230,87,6,24,0,22827
223,106,5,24,0,22828
9,2,5,0,1,22829
-204,213,4,29,1,22830
101,26,4,10,0,22831
-24,-6,3,2,1,22832
-199,95,3,22,1,22833
-181,178,2,25,0,22834
22,-6,1,2,0,22835
9,92,1,9,1,22836
20,277,0,27,1,22837
222,115,3,25,0,22838
-163,193,2,25,0,22839
42,239,11,24,0,22840
-176,218,10,28,,22841
-176,169,7,24,1,22842
